Date,Facility Type,State,Canonical Facility Name,Pop Tested,Pop Tested Positive,Pop Tested Negative,Pop Deaths,Staff Tested,Staff Tested Positive,Staff Tested Negative,Staff Deaths,Source,Compilation,Notes
2020-04-23,State Prisons,New York,Attica Correctional Facility,1,1,0,0,,,,,https://doccs.ny.gov/doccs-covid-19-report,"UCLA Law Behind Bars,Recidiviz",
2020-04-23,State Prisons,Texas,Rogelio Sanchez State Jail,,8,,0,,1,,,,UCLA Law Behind Bars,
2020-04-23,State Prisons,Kansas,Larned Correctional Mental Health Facility,,0,,,,0,,,,UCLA Law Behind Bars,
2020-04-23,State Prisons,Arizona,Arizona State Prison Complex – Florence,77,22,46,0,,0,,0,https://corrections.az.gov/adcrr-covid-19-dashboard,"UCLA Law Behind Bars,Recidiviz",9 pending
2020-04-23,State Prisons,North Carolina,Wake Correctional Center,1,0,1,0,,0,,0,https://www.ncdps.gov/our-organization/adult-correction/prisons/prisons-info-covid-19,"UCLA Law Behind Bars,Recidiviz",
2020-04-23,State Prisons,Delaware,Sussex Community Corrections Center,,15,,0,,3,,0,,UCLA Law Behind Bars,
2020-04-23,State Prisons,New York,Queensboro Correctional Facility,1,1,0,1,,,,,https://doccs.ny.gov/doccs-covid-19-report,"UCLA Law Behind Bars,Recidiviz",
2020-04-23,State Prisons,Indiana,Heritage Trail Correctional Facility,,12,,0,,4,,0,https://www.in.gov/idoc/3780.htm,Recidiviz,
2020-04-23,State Prisons,Kentucky,Bell County Forestry Camp,,,,,,,,,,,
2020-04-23,State Prisons,Virginia,Pocahontas State Correctional Center,,0,,0,,0,,0,,UCLA Law Behind Bars,
2020-04-23,State Prisons,Tennessee,West Tennessee State Penitentiary - Henning,1,0,1,,,,,,https://www.tn.gov/content/tn/correction.html,Recidiviz,
2020-04-23,State Prisons,Iowa,Mount Pleasant Correctional Facility,0,0,,,,0,,,https://doc.iowa.gov/COVID19,"UCLA Law Behind Bars,Recidiviz",
2020-04-23,State Prisons,South Carolina,Livesay Correctional Institution,,0,,0,,1,,0,,UCLA Law Behind Bars,
2020-04-23,State Prisons,Illinois,Menard Correctional Center,,0,,,,2,,,,UCLA Law Behind Bars,
2020-04-23,State Prisons,Iowa,Iowa State Penitentiary,1,0,,,,0,,,https://doc.iowa.gov/COVID19,"UCLA Law Behind Bars,Recidiviz",
2020-04-23,State Prisons,Michigan,Cooper Street Correctional Facility,2,0,2,0,,1,,0,https://medium.com/@MichiganDOC/mdoc-takes-steps-to-prevent-spread-of-coronavirus-covid-19-250f43144337,"UCLA Law Behind Bars,Recidiviz",
2020-04-23,State Prisons,Florida,Zephyrhills Correctional Institution,,0,11,0,,4,,0,http://www.dc.state.fl.us/comm/covid-19.html#testing,"UCLA Law Behind Bars,Recidiviz",
2020-04-23,State Prisons,New York,Ulster Correctional Facility,5,1,4,0,,,,,https://doccs.ny.gov/doccs-covid-19-report,"UCLA Law Behind Bars,Recidiviz",
2020-04-23,State Prisons,Colorado,Sterling Correctional Facility,,8,,,,0,,,,UCLA Law Behind Bars,
2020-04-23,State Prisons,Mississippi,Delta Correctional Facility (Greenwood),,,,,,,,,,,
2020-04-23,State Prisons,Pennsylvania,State Correctional Institution – Albion,,0,,0,,0,,0,,UCLA Law Behind Bars,
2020-04-23,State Prisons,New York,Mohawk Correctional Facility,10,1,9,0,,,,,https://doccs.ny.gov/doccs-covid-19-report,"UCLA Law Behind Bars,Recidiviz",
2020-04-23,State Prisons,California,California Correctional Institution (CCI),18,0,14,,,5,,,https://www.cdcr.ca.gov/covid19/population-status-tracking/ AND https://www.cdcr.ca.gov/covid19/cdcr-cchcs-covid-19-status/,Recidiviz,4 pending
2020-04-23,State Prisons,Minnesota,Oak Park Heights,,0,,0,,,,,,UCLA Law Behind Bars,
2020-04-23,State Prisons,New York,Cayuga Correctional Facility,1,0,1,0,,,,,https://doccs.ny.gov/doccs-covid-19-report,"UCLA Law Behind Bars,Recidiviz",
2020-04-23,State Prisons,Minnesota,Willow River (CIP),,,,,,,,,,,
2020-04-23,State Prisons,Georgia,Appling Integrated Treatment Facility,,,,,,,,,,,
2020-04-23,State Prisons,New Jersey,Adult Diagnostic and Treatment Center,,4,,1,,27,,,,UCLA Law Behind Bars,
2020-04-23,State Prisons,New York,Rochester Correctional Facility,0,0,0,0,,,,,https://doccs.ny.gov/doccs-covid-19-report,"UCLA Law Behind Bars,Recidiviz",
2020-04-23,State Prisons,Texas,John R. Lindsey Unit,,0,,0,,0,,,,UCLA Law Behind Bars,
2020-04-23,State Prisons,North Carolina,Caswell Correctional Center,3,3,0,0,,0,,0,https://www.ncdps.gov/our-organization/adult-correction/prisons/prisons-info-covid-19,"UCLA Law Behind Bars,Recidiviz",
2020-04-23,State Prisons,Kansas,Norton Correctional Facility,,0,,,,0,,,,UCLA Law Behind Bars,
2020-04-23,Federal Prisons,Florida,"Federal Correctional Institution, Miami",,0,,0,,7,,0,https://www.bop.gov/coronavirus/index.jsp,Recidiviz,
2020-04-23,Federal Prisons,Arkansas,"Federal Correctional Institution, Forrest City (Medium)",,5,,0,,2,,0,https://www.bop.gov/coronavirus/index.jsp,Recidiviz,
2020-04-23,State Prisons,California,Ironwood State Prison (ISP),12,0,12,,,,,,https://www.cdcr.ca.gov/covid19/population-status-tracking/ AND https://www.cdcr.ca.gov/covid19/cdcr-cchcs-covid-19-status/,Recidiviz,
2020-04-23,State Prisons,Texas,Wayne Scott Unit,,90,,0,,3,,,,UCLA Law Behind Bars,
2020-04-23,State Prisons,Florida,ALL FLORIDA STATE PRISON DEATHS,,,,4,,,,,http://www.dc.state.fl.us/comm/covid-19.html#testing,Recidiviz,"Doesn't list deaths by facility, only announces the state total"
2020-04-23,State Prisons,Alabama,North Alabama,,0,,0,,0,,0,,UCLA Law Behind Bars,
2020-04-23,State Prisons,Washington,Larch Corrections Center,,0,,,,0,,,,UCLA Law Behind Bars,
2020-04-23,State Prisons,Pennsylvania,State Correctional Institution – Cambridge Springs,,0,,0,,0,,0,,UCLA Law Behind Bars,
2020-04-23,State Prisons,California,Richard J. Donovan Correctional Facility (RJD),20,0,18,,,1,,,https://www.cdcr.ca.gov/covid19/population-status-tracking/ AND https://www.cdcr.ca.gov/covid19/cdcr-cchcs-covid-19-status/,Recidiviz,2 pending
2020-04-23,State Prisons,Florida,Wakulla Correctional Institution Annex,,,,,,,,,,,
2020-04-23,State Prisons,Minnesota,St. Cloud,,0,,0,,,,,,UCLA Law Behind Bars,
2020-04-23,State Prisons,Massachusetts,Massachusetts Correctional Institution - Norfolk,,,,,,,,,,,
2020-04-23,State Prisons,Michigan,Oaks Correctional Facility,2,0,2,,,,,,https://medium.com/@MichiganDOC/mdoc-takes-steps-to-prevent-spread-of-coronavirus-covid-19-250f43144337,Recidiviz,
2020-04-23,State Prisons,Wisconsin,Waupun Correctional Institution,,0,,,,1,,,,UCLA Law Behind Bars,
2020-04-23,State Prisons,Texas,Bell Unit,,0,,0,,1,,,,UCLA Law Behind Bars,
2020-04-23,State Prisons,Tennessee,Northwest Correctional Complex - Tiptonville,588,16,471,,,,,,https://www.tn.gov/content/tn/correction.html,Recidiviz,
2020-04-23,State Prisons,New York,Wallkill Correctional Facility,2,2,0,0,,,,,https://doccs.ny.gov/doccs-covid-19-report,"UCLA Law Behind Bars,Recidiviz",
2020-04-23,State Prisons,Florida,Franklin Correctional Institution,,0,0,0,,0,,0,http://www.dc.state.fl.us/comm/covid-19.html#testing,"UCLA Law Behind Bars,Recidiviz",
2020-04-23,State Prisons,New York,Wyoming Correctional Facility,1,0,1,0,,,,,https://doccs.ny.gov/doccs-covid-19-report,"UCLA Law Behind Bars,Recidiviz",
2020-04-23,State Prisons,Ohio,Chillicothe Correctional Institution,,2,,0,,,,,https://drc.ohio.gov/,Recidiviz,
2020-04-23,Federal Prisons,Pennsylvania,"United States Penitentiary, Canaan",,0,,0,,2,,0,https://www.bop.gov/coronavirus/index.jsp,Recidiviz,
2020-04-23,State Prisons,California,California City Correctional Facility (CAC),36,0,32,,,1,,,https://www.cdcr.ca.gov/covid19/population-status-tracking/ AND https://www.cdcr.ca.gov/covid19/cdcr-cchcs-covid-19-status/,Recidiviz,4 pending
2020-04-23,Federal Prisons,California,"Federal Correctional Institution, Terminal Island",,58,,2,,5,,0,https://www.bop.gov/coronavirus/index.jsp,Recidiviz,
2020-04-23,State Prisons,Mississippi,Wilkinson County Correctional Center,,,,,,,,,,,
2020-04-23,State Prisons,Michigan,Thumb Correctional Facility,29,18,11,0,,8,,0,https://medium.com/@MichiganDOC/mdoc-takes-steps-to-prevent-spread-of-coronavirus-covid-19-250f43144337,"UCLA Law Behind Bars,Recidiviz",
2020-04-23,State Prisons,Missouri,"Eastern Reception, Diagnostic and Correctional Center",,,,,,,,,,,
2020-04-23,State Prisons,Michigan,Central Michigan Correctional Facility,15,0,15,0,,0,,0,https://medium.com/@MichiganDOC/mdoc-takes-steps-to-prevent-spread-of-coronavirus-covid-19-250f43144337,"UCLA Law Behind Bars,Recidiviz",
2020-04-23,County Jails,California,San Diego Sherrif's Department,97,1,96,,,1,,,https://www.sdsheriff.net/newsroom/links/dsb-covid19.pdf,Recidiviz,
2020-04-23,State Prisons,Michigan,Kinross Correctional Facility,10,1,8,0,,0,,0,https://medium.com/@MichiganDOC/mdoc-takes-steps-to-prevent-spread-of-coronavirus-covid-19-250f43144337,"UCLA Law Behind Bars,Recidiviz",
2020-04-23,State Prisons,Florida,Gulf Correctional Institution,,0,1,,,0,,,http://www.dc.state.fl.us/comm/covid-19.html#testing,Recidiviz,
2020-04-23,State Prisons,New York,Greene Correctional Facility,1,0,1,0,,,,,https://doccs.ny.gov/doccs-covid-19-report,"UCLA Law Behind Bars,Recidiviz",
2020-04-23,State Prisons,California,"California State Prison, Sacramento (SAC)",11,0,9,,,5,,,https://www.cdcr.ca.gov/covid19/population-status-tracking/ AND https://www.cdcr.ca.gov/covid19/cdcr-cchcs-covid-19-status/,Recidiviz,2 pending
2020-04-23,State Prisons,Massachusetts,ALL MASSACHUSETTS STATE FACILITIES,,,,,,,,,,,
2020-04-24,State Prisons,Louisiana,Elayn Hunt Correctional Center,,6,,0,,11,,,https://doc.louisiana.gov/doc-covid-19-testing/,Recidiviz,2 'step down'
2020-04-24,State Prisons,Texas,Carole S. Young Medical Facility Complex,,0,14,,,1,,,https://www.tdcj.texas.gov/covid-19/offender_mac.html,Recidiviz,
2020-04-24,State Prisons,Ohio,Cuyahoga Hills (juvenile),,1,,,,0,,,https://www.dys.ohio.gov/Home/COVID-19-Updates-from-DYS,Recidiviz,
2020-04-24,State Prisons,New York,Fishkill Correctional Facility,,63,5,1,,,,,https://doccs.ny.gov/doccs-covid-19-report,Recidiviz,
2020-04-24,Federal Prisons,Tennessee,"Federal Correctional Institution, Memphis",,0,,0,,1,,0,https://www.bop.gov/coronavirus/index.jsp,Recidiviz,
2020-04-24,State Prisons,Indiana,Reception Diagnostic Center,,0,,0,,7,,0,https://www.in.gov/idoc/3780.htm,Recidiviz,
2020-04-24,State Prisons,Georgia,Central State Prison,,,,,,,,,,,
2020-04-24,State Prisons,Arkansas,Maximum Security Unit,,,,,,,,,,,
2020-04-24,State Prisons,Texas,Clyde M. Johnston Unit,,0,2,,,,,,https://www.tdcj.texas.gov/covid-19/offender_mac.html,Recidiviz,
2020-04-24,State Prisons,Arizona,Arizona State Prison Complex – Winslow,2,0,2,,,,,,https://corrections.az.gov/adcrr-covid-19-dashboard,Recidiviz,
2020-04-24,State Prisons,Indiana,New Castle Correctional Facility,,0,,0,,0,,0,https://www.in.gov/idoc/3780.htm,Recidiviz,
2020-04-24,State Prisons,New York,Great Meadow Correctional Facility,,11,6,0,,,,,https://doccs.ny.gov/doccs-covid-19-report,Recidiviz,
2020-04-24,State Prisons,North Dakota,Dakota Women's Correctional and Rehabilitation Center,,,,,,,,,,,
2020-04-24,State Prisons,Florida,Santa Rosa Correctional Institution Annex,,,,,,,,,,,
2020-04-24,State Prisons,New York,Hudson Correctional Facility,,0,0,0,,,,,https://doccs.ny.gov/doccs-covid-19-report,Recidiviz,
2020-04-24,State Prisons,Florida,Tomoka Correctional Institution,,82,40,,,10,,,http://www.dc.state.fl.us/comm/covid-19.html#testing,Recidiviz,
2020-04-24,State Prisons,Tennessee,Trousdale Turner Correctional Center,121,14,50,,,,,,https://www.tn.gov/content/tn/correction.html,Recidiviz,
2020-04-24,State Prisons,Texas,Cleveland Unit,,,,,,,,,,,
2020-04-24,State Prisons,Georgia,Augusta Transitional Center,,,,,,,,,,,
2020-04-24,State Prisons,New York,Auburn Correctional Facility,,0,2,0,,,,,https://doccs.ny.gov/doccs-covid-19-report,Recidiviz,
2020-04-24,State Prisons,Georgia,Bainbridge Probation Substance Abuse Treatment Center,,15,,,,3,,,http://www.gdc.ga.gov/content/cases,Recidiviz,
2020-04-24,State Prisons,Pennsylvania,State Correctional Institution – Coal Township,,,1,,,,4,,https://www.cor.pa.gov/Pages/COVID-19.aspx,Recidiviz,
2020-04-24,State Prisons,Georgia,Macon State Prison,,10,,,,2,,,http://www.gdc.ga.gov/content/cases,Recidiviz,
2020-04-24,State Prisons,California,"California State Prison, Corcoran (COR)",14,0,13,,,,,,https://www.cdcr.ca.gov/covid19/population-status-tracking/ AND https://www.cdcr.ca.gov/covid19/cdcr-cchcs-covid-19-status/,Recidiviz,
2020-04-24,State Prisons,Ohio,Marion Correctional Institution,,2028,,4,,169,,,https://drc.ohio.gov/,Recidiviz,
2020-04-24,State Prisons,Ohio,Southeastern Correctional Institution,,1,,0,,0,,,https://drc.ohio.gov/,Recidiviz,
2020-04-24,State Prisons,Pennsylvania,State Correctional Institution – Mahanoy,,,8,,,,7,,https://www.cor.pa.gov/Pages/COVID-19.aspx,Recidiviz,
2020-04-24,State Prisons,Florida,"Central Florida Reception Center, South Unit",,,,,,,,,,,
2020-04-24,State Prisons,Texas,Price Daniel Unit,,0,0,,,,,,https://www.tdcj.texas.gov/covid-19/offender_mac.html,Recidiviz,
2020-04-24,State Prisons,South Carolina,MacDougall Correctional Institution,,0,,,,0,,,http://www.doc.sc.gov/covid.html,Recidiviz,
2020-04-24,County Jails,Florida,Leon County Jail,,,,,,1,,,http://www.dc.state.fl.us/comm/covid-19.html,Recidiviz,Community Corrections Region 1 - No inmate info
2020-04-24,State Prisons,Florida,Okaloosa Correctional Institution,,0,0,,,1,,,http://www.dc.state.fl.us/comm/covid-19.html#testing,Recidiviz,
2020-04-24,State Prisons,Oregon,"Warner Creek Correctional Facility, Lakeview",,0,,,,0,,,https://www.oregon.gov/doc/covid19/Pages/covid19-tracking.aspx,Recidiviz,
2020-04-24,State Prisons,Texas,Barry Telford Unit,,34,7,,,32,,,https://www.tdcj.texas.gov/covid-19/offender_mac.html,Recidiviz,
2020-04-24,State Prisons,Ohio,Indian River (juvenile),,0,,,,0,,,https://www.dys.ohio.gov/Home/COVID-19-Updates-from-DYS,Recidiviz,
2020-04-24,State Prisons,Oregon,"Coffee Creek Correctional Facility, Wilsonville",,0,,,,0,,,https://www.oregon.gov/doc/covid19/Pages/covid19-tracking.aspx,Recidiviz,
2020-04-24,State Prisons,Texas,Jim Rudd Unit,,0,1,,,,,,https://www.tdcj.texas.gov/covid-19/offender_mac.html,Recidiviz,
2020-04-24,State Prisons,North Dakota,James River Correctional Center,,0,6,0,,,,,https://www.docr.nd.gov/covid-19-information,Recidiviz,
2020-04-24,State Prisons,Florida,Century Correctional Institution,,0,0,,,1,,,http://www.dc.state.fl.us/comm/covid-19.html#testing,Recidiviz,
2020-04-24,State Prisons,Florida,"Reception and Medical Center, West Unit",,,,,,,,,,,
2020-04-24,Federal Prisons,Kentucky,"United States Penitentiary, McCreary",,0,,0,,1,,0,https://www.bop.gov/coronavirus/index.jsp,Recidiviz,
2020-04-24,State Prisons,California,Salinas Valley State Prison (SVSP),10,0,5,,,1,,,https://www.cdcr.ca.gov/covid19/population-status-tracking/ AND https://www.cdcr.ca.gov/covid19/cdcr-cchcs-covid-19-status/,Recidiviz,
2020-04-24,State Prisons,Georgia,Burruss Correctional Training Center,,0,,,,3,,,http://www.gdc.ga.gov/content/cases,Recidiviz,
2020-04-24,State Prisons,Texas,L.V. Hightower Unit,,0,0,,,,,,https://www.tdcj.texas.gov/covid-19/offender_mac.html,Recidiviz,
2020-04-24,State Prisons,Texas,Larry Gist State Jail,,0,1,,,1,,,https://www.tdcj.texas.gov/covid-19/offender_mac.html,Recidiviz,
2020-04-24,State Prisons,Florida,Quincy Annex,,,,,,,,,,,
2020-04-24,State Prisons,Pennsylvania,State Correctional Institution – Greene,,,2,,,1,5,,https://www.cor.pa.gov/Pages/COVID-19.aspx,Recidiviz,
2020-04-24,State Prisons,Tennessee,Bledsoe County Correctional Complex,2327,576,1687,,,,,,https://www.tn.gov/content/tn/correction.html,Recidiviz,https://www.tn.gov/content/dam/tn/correction/documents/TDOCInmatesCOVID19.pdf
2020-04-24,State Prisons,Arkansas,Northwest Arkansas Work Release Center,,,,,,,,,,,
2020-04-24,State Prisons,Texas,Eastham Unit,,6,2,,,,,,https://www.tdcj.texas.gov/covid-19/offender_mac.html,Recidiviz,
2020-04-24,State Prisons,Ohio,Franklin Medical Center,,1,,0,,0,,,https://drc.ohio.gov/,Recidiviz,
2020-04-24,State Prisons,Alabama,Alex City Work Release Center,,,,,,,,,,,
2020-04-24,State Prisons,South Carolina,Walden Correctional Institution,,,,,,,,,,,
2020-04-24,State Prisons,Georgia,Columbus Transitional Center,,,,,,,,,,,
2020-04-24,State Prisons,Illinois,Logan Correctional Center,,0,,,,4,,,https://www2.illinois.gov/idoc/facilities/Pages/Covid19Response.aspx,Recidiviz,"staff recovered: 3, incarcerated recovered: 0"
2020-04-24,State Prisons,Pennsylvania,State Correctional Institution – Frackville,,,2,,,,16,,https://www.cor.pa.gov/Pages/COVID-19.aspx,Recidiviz,
2020-04-24,State Prisons,Ohio,Noble Correctional Institution,,0,,0,,1,,,https://drc.ohio.gov/,Recidiviz,
2020-04-24,State Prisons,Florida,Mayo Correctional Institution Annex,,0,1,,,0,,,http://www.dc.state.fl.us/comm/covid-19.html#testing,Recidiviz,
2020-04-24,Federal Prisons,Pennsylvania,"United States Penitentiary, Lewisburg",,0,,0,,1,,0,https://www.bop.gov/coronavirus/index.jsp,Recidiviz,Pennsylvania
2020-04-24,State Prisons,Alabama,Davis Correctional Facility,,,,,,,,,,,
2020-04-24,State Prisons,Arkansas,Cummins Unit,,,,,,,,,,,
2020-04-24,State Prisons,Rhode Island,ALL OF RHODE ISLAND STATE PRISONS,,1,,,,7,,,https://www.facebook.com/RhodeIslandDOC/,Recidiviz,RI DOC updates on facebook daily with a total that isn't facility specific
2020-04-24,State Prisons,Georgia,Valdosta State Prison & Annex,,0,,,,0,,,http://www.gdc.ga.gov/content/cases,Recidiviz,"Staff case removed due to ""incorrect reporting"""
2020-04-24,State Prisons,Texas,Thomas Goree Unit,,2,2,,,,,,https://www.tdcj.texas.gov/covid-19/offender_mac.html,Recidiviz,
2020-04-24,State Prisons,New York,Bedford Hills Correctional Facility,,28,2,0,,,,,https://doccs.ny.gov/doccs-covid-19-report,Recidiviz,
2020-04-24,State Prisons,Arizona,Marana Community Correctional Treatment Facility,13,8,5,,,,,,https://corrections.az.gov/adcrr-covid-19-dashboard,Recidiviz,
2020-04-24,State Prisons,Florida,Suwannee Correctional Institution Annex,,,,,,,,,,,
2020-04-24,State Prisons,New Jersey,Mountainview Youth Correctional Facility,,0,,0,,17,,,https://www.state.nj.us/corrections/pages/COVID19Updates.shtml,Recidiviz,
2020-04-24,State Prisons,Oregon,North Coast Youth Correctional Facility Warrenton,,,,,,,,,,,
2020-04-24,State Prisons,Georgia,Paulding Probation Detention Center,,,,,,,,,,,
2020-04-24,State Prisons,Tennessee,Mark H. Luttrell Correctional Center - Memphis,2,0,1,,,,,,https://www.tn.gov/content/tn/correction.html,Recidiviz,Now called Mark Luttrell Transition Center
2020-04-24,Federal Prisons,New Jersey,"Federal Correctional Institution, Fort Dix",,12,,0,,4,,0,https://www.bop.gov/coronavirus/index.jsp,Recidiviz,
2020-04-24,State Prisons,Georgia,Patten Probation Detention Center,,0,,,,1,,,http://www.gdc.ga.gov/content/cases,Recidiviz,
2020-04-24,County Jails,Florida,Montgomery Correctional Center,,,,,,3,,,http://www.dc.state.fl.us/comm/covid-19.html,Recidiviz,Community Corrections Region 2 - No inmate info
2020-04-24,State Prisons,Texas,Dempsie Henley State Jail,,0,0,,,1,,,https://www.tdcj.texas.gov/covid-19/offender_mac.html,Recidiviz,
2020-04-24,State Prisons,Georgia,Georgia State Prison,,,,,,,,,,,
2020-04-24,State Prisons,Iowa,Newton Correctional Facility,9,0,,,,0,,,https://doc.iowa.gov/COVID19,Recidiviz,
2020-04-24,Federal Prisons,New York,"Federal Correctional Institution, Otisville",,5,,0,,12,,0,https://www.bop.gov/coronavirus/index.jsp,Recidiviz,
2020-04-24,State Prisons,Texas,John W. Middleton Unit,,2,1,,,1,,,https://www.tdcj.texas.gov/covid-19/offender_mac.html,Recidiviz,
2020-04-24,State Prisons,Texas,Buster Cole State Jail,,0,0,,,,,,https://www.tdcj.texas.gov/covid-19/offender_mac.html,Recidiviz,
2020-04-24,State Prisons,Alabama,Staton Correctional Facility,4,,,,,,,,http://www.doc.alabama.gov/covid19news,Recidiviz,
2020-04-24,State Prisons,Illinois,Crossroads Adult Transition Center,,3,,,,1,,,https://www2.illinois.gov/idoc/facilities/Pages/Covid19Response.aspx,Recidiviz,"staff recovered: 1, incarcerated recovered: 0"
2020-04-24,State Prisons,Georgia,Jenkins Correctional Facility,,,,,,,,,,,
2020-04-24,State Prisons,Florida,Madison Correctional Institution,,0,1,,,0,,,http://www.dc.state.fl.us/comm/covid-19.html#testing,Recidiviz,
2020-04-24,State Prisons,Alaska,Alaska Department of Corrections,,,,,,,,,,,
2020-04-24,State Prisons,Maine,ALL MAINE STATE ADULT FACILITIES,17,0,17,,,,,,https://www.maine.gov/corrections/index.shtml,Recidiviz,
2020-04-24,State Prisons,Louisiana,Swanson Center for Youth Columbia,,12,,,,5,,,https://ojj.la.gov/ojj-covid-19-information/,Recidiviz,
2020-04-24,State Prisons,South Carolina,Lee Correctional Institution,,0,,,,3,,,http://www.doc.sc.gov/covid.html,Recidiviz,SC's grid only lists #s of positive tests. The death was reported in this article: http://www.doc.sc.gov/scdc_covid_news_update_041420.pdf
2020-04-24,State Prisons,Alabama,Montgomery Women's Facility,,,,,,,,,,,
2020-04-24,State Prisons,Alabama,Childersburg Work Release Center,,,,,,,,,,,
2020-04-24,State Prisons,Alaska,Yukon-Kuskokwim Correctional Center,,,,,,,,,,,
2020-04-24,State Prisons,Georgia,Jimmy Autry State Prison,,51,,1,,4,,,http://www.gdc.ga.gov/content/cases,Recidiviz,
2020-04-24,State Prisons,Indiana,Edinburgh Correctional Facility,,5,,0,,9,,0,https://www.in.gov/idoc/3780.htm,Recidiviz,
2020-04-24,State Prisons,California,Northern California Youth Correctional Center (NCYCC),,,,,,1,,,,Recidiviz,
2020-04-24,State Prisons,Hawaii,Halawa Correctional Facility – Aiea (HCF),2,0,1,,,,,,https://dps.hawaii.gov/blog/2020/03/17/coronavirus-covid-19-information-and-resources/,Recidiviz,
2020-04-24,State Prisons,Florida,Marion Correctional Institution,,0,5,,,1,,,http://www.dc.state.fl.us/comm/covid-19.html#testing,Recidiviz,
2020-04-24,State Prisons,Pennsylvania,State Correctional Institution – Houtzdale,,0,6,,,,6,,https://www.cor.pa.gov/Pages/COVID-19.aspx,Recidiviz,They had 1 false postive in early April
2020-04-24,State Prisons,Alaska,Ketchikan Correctional Center,,,,,,,,,,,
2020-04-24,State Prisons,Texas,Garza West Unit,,1,2,,,1,,,https://www.tdcj.texas.gov/covid-19/offender_mac.html,Recidiviz,
2020-04-24,Federal Prisons,Maryland,"Federal Correctional Institution, Cumberland",,2,,0,,2,,0,https://www.bop.gov/coronavirus/index.jsp,Recidiviz,large decrease in positive inmate cases
2020-04-24,State Prisons,New York,Willard Drug Treatment Center,,0,1,0,,,,,https://doccs.ny.gov/doccs-covid-19-report,Recidiviz,
2020-04-24,State Prisons,New York,Altona Correctional Facility,,0,1,0,,,,,https://doccs.ny.gov/doccs-covid-19-report,Recidiviz,
2020-04-24,State Prisons,California,California Correctional Center (CCC),8,0,7,,,,,,https://www.cdcr.ca.gov/covid19/population-status-tracking/ AND https://www.cdcr.ca.gov/covid19/cdcr-cchcs-covid-19-status/,Recidiviz,
2020-04-24,State Prisons,Pennsylvania,Motivational Bootcamp – Quehanna,,,,,,,1,,https://www.cor.pa.gov/Pages/COVID-19.aspx,Recidiviz,
2020-04-24,State Prisons,Texas,Choice Moore Unit,,0,1,,,,,,https://www.tdcj.texas.gov/covid-19/offender_mac.html,Recidiviz,
2020-04-24,State Prisons,Texas,Ramsey Unit,,2,3,,,1,,,https://www.tdcj.texas.gov/covid-19/offender_mac.html,Recidiviz,
2020-04-24,State Prisons,Texas,Wallace Pack Unit,,0,3,,,,,,https://www.tdcj.texas.gov/covid-19/offender_mac.html,Recidiviz,
2020-04-24,State Prisons,Ohio,Dayton Correctional Institution,,1,,0,,1,,,https://drc.ohio.gov/,Recidiviz,
2020-04-24,State Prisons,Arizona,Arizona State Prison Complex – Douglas,5,0,5,,,,,,https://corrections.az.gov/adcrr-covid-19-dashboard,Recidiviz,
2020-04-24,State Prisons,Florida,Hardee Correctional Institution,,0,1,,,0,,,http://www.dc.state.fl.us/comm/covid-19.html#testing,Recidiviz,
2020-04-24,State Prisons,Georgia,Albany Transitional Center,,,,,,,,,,,
2020-04-24,State Prisons,New York,Watertown Correctional Facility,,0,0,0,,,,,https://doccs.ny.gov/doccs-covid-19-report,Recidiviz,
2020-04-24,State Prisons,Texas,Skyview Unit,,0,1,,,5,,,https://www.tdcj.texas.gov/covid-19/offender_mac.html,Recidiviz,
2020-04-24,State Prisons,Georgia,Montgomery State Prison,,,,,,,,,,,
2020-04-24,State Prisons,Iowa,Clarinda Correctional Facility,0,0,,,,0,,,https://doc.iowa.gov/COVID19,Recidiviz,
2020-04-24,State Prisons,New York,Cape Vincent Correctional Facility,,0,0,0,,,,,https://doccs.ny.gov/doccs-covid-19-report,Recidiviz,
2020-04-24,State Prisons,Arizona,Arizona State Prison Complex – Eyman,24,5,18,,,,,,https://corrections.az.gov/adcrr-covid-19-dashboard,Recidiviz,
2020-04-24,State Prisons,New York,Otisville Correctional Facility,,18,4,1,,,,,https://doccs.ny.gov/doccs-covid-19-report,Recidiviz,
2020-04-24,State Prisons,New Jersey,South Woods State Prison,,3,,0,,3,,,https://www.state.nj.us/corrections/pages/COVID19Updates.shtml,Recidiviz,
2020-04-24,State Prisons,Oregon,Oregon State Penitentiary,,0,,,,6,,,https://www.oregon.gov/doc/covid19/Pages/covid19-tracking.aspx,Recidiviz,
2020-04-24,State Prisons,Alabama,Loxley Work Release Center,,,,,,,,,,,
2020-04-24,State Prisons,Texas,Mountain View Unit,,0,1,,,,,,https://www.tdcj.texas.gov/covid-19/offender_mac.html,Recidiviz,
2020-04-24,State Prisons,California,Chuckawalla Valley State Prison (CVSP),4,0,4,,,,,,https://www.cdcr.ca.gov/covid19/population-status-tracking/ AND https://www.cdcr.ca.gov/covid19/cdcr-cchcs-covid-19-status/,Recidiviz,
2020-04-24,State Prisons,Illinois,Graham Correctional Center,,0,,,,1,,,https://www2.illinois.gov/idoc/facilities/Pages/Covid19Response.aspx,Recidiviz,"staff recovered: 1, incarcerated recovered: 0"
2020-04-24,State Prisons,Hawaii,Saguaro Correctional Facility,0,0,0,,,,,,https://dps.hawaii.gov/blog/2020/03/17/coronavirus-covid-19-information-and-resources/,Recidiviz,Kayla added 4.22 - Private prison in Arizona that contracts with the state of Hawaii to house Hawaii inmates on the mainland
